,question,result
880,"에콰도르 축구 국가대표팀은 언제 국제 A매치 데뷔전을 치렀고, 그 결과는 무엇인가?","1. 에콰도르 축구 국가대표팀 A매치 데뷔전 일시는 언제인가?
2. 에콰도르 축구 국가대표팀 A매치 데뷔전 결과는 무엇인가?"
70,"도요토미 히데요시의 죽음 이후, 도쿠가와 이에야스가 도요토미 가문을 어떻게 대우했는가?","1. 도요토미 히데요시의 죽음 이후 일어난 사건에 대해서 알려줘
2. 도쿠가와 이에야스와 도요토미 가문 간의 관계 변화는 어떻게 진행되었는가?"
157,"예수회의 명칭은 어떻게 결정되었으며, 그 의미는 무엇인가?","1. 예수회의 명칭은 어떻게 결정되었나?
2. 예수회 명칭의 의미는 무엇인가?"
318,"이상호는 스승인 의암 선생으로부터 ""봉초""라는 아호를 언제 받았고, 그 의미는 무엇인가요?","1. 이상호는 스승인 의암 선생으로부터 ""봉초""라는 아호를 언제 받았나요?
2. 이상호의 ""봉초""라는 아호의 의미는 무엇인가요?"
121,"타지키스탄의 총인구 중 몇 퍼센트가 타지크어를 모국어로 사용하고 있으며, 그 밖에 어떤 나라에서 타지크어를 사용하나요?","1. 타지키스탄의 총인구 중 타지크어를 모국어로 사용하는 비율은 얼마인가요?
2. 타지크어를 사용하는 다른 나라는 어디인가요?"
842,"팀 파워스의 첫 번째 주요 작품은 무엇이며, 그는 어느 작품으로 필립 K. 딕 기념상을 수상했나요?","1. 팀 파워스의 첫 번째 주요 작품은 무엇인가요?
2. 팀 파워스의 작품 중 필립 K. 딕 기념상을 수상한 작품은 무엇인가요?"
1189,"부전고원의 주요 생산물은 무엇이며, 재배되는 작물은 무엇인가?","1. 부전고원의 주요 생산물은 무엇입니까?
2. 부전고원에서 재배되는 작물은 무엇입니까?"
1035,"경희대학교는 현재 몇 개의 캠퍼스를 운영 중이며, 각 캠퍼스에 어떤 대학원을 두고 있는가?","1. 경희대학교 캠퍼스 수는 몇 개인가?
2. 경희대학교 캠퍼스별 대학원 현황은 어떠한가?"
14,권아솔의 데뷔 전과 프로 데뷔전은 언제인가?,"1. 권아솔의 데뷔 전은 언제인가?
2. 권아솔의 프로 데뷔 전은 언제인가?"
36,여의도공원의 역사에 대해 설명해 주세요.,"1. 여의도공원이 언제 만들어졌나요?
2. 여의도공원의 초기 목적은 무엇이었나요?"
392,김용준이 영화배우로 데뷔한 작품과 연극배우로 데뷔한 작품은 무엇인가?,"1. 김용준 영화배우로 데뷔한 작품은 무엇인가?
2. 김용준 연극배우로 데뷔한 작품은 무엇인가?"
977,이규태의 생애와 업적을 설명해 주세요.,"1. 이규태의 생애를 설명해 주세요.
2. 이규태가 업적을 설명해 주세요."
64,"그는 어떤 중요한 전투에서 강감찬과 함께 공헌했으며, 그 결과는 어떠한가?","1. 강감찬과 함께 참여한 중요한 전투는 무엇이며, 어떤 역할을 했는가?
2. 강감찬과 함께 참여한 중요한 전투의 결과는 무엇이었고, 그 결과에 대한 평가는 어떠한가?"
888,"김용준의 작품 활동과 미술 평론계에서의 위치는 어떻게 되었으며, 그는 어느 시기에 조선화의 기법들을 연구하기 시작했나?","1. 김용준 작품 활동은 무었인가?
2. 김용준의 미술 평론계에서의 위치는 어떻게 되었는가?
3. 김용준 조선화 연구 시작 시기는 언제인가?"
783,"마리우폴의 중요성은 무엇이며, 그에 따른 영향은 무엇인가?","1. 마리우폴의 중요성은 무엇인가?
2. 마리우폴의 중요성에 따른 영향은 무엇인가?"
37,"후각이 발달되어 있는 동물들은 어떤 것들이며, 그들의 후각이 예민한 이유는 무엇인가?","1. 후각이 발달되어 있는 동물들의 종류는 무엇이 있나요?
2. 동물들의 후각이 왜 예민한 이유는 무엇인가요?"
818,"복어는 위협받으면 이를 갈아서 대응하는지, 아니면 다른 방법으로 대응하는지 알려주세요.","1. 복어가 위협을 받을 때 어떻게 대응하는가?
2. 복어의 방어 메커니즘은 무엇인가?"
949,"세륨의 원자 번호는 무엇이며, 기호는 무엇인가?","1. 세륨의 원자 번호는 무엇입니까?
2. 세륨의 화학 기호는 무엇입니까?"
1000,"광복 후, 김승학(金承學)은 어떤 활동을 했으며, 어떤 위원회에 참여했나?","1. 광복 후 김승학(金承學)은 어떤 활동을 했나?
2. 광복 후 김승학(金承學)은 어떤 위원회에 참여했나?"
742,"모디스트 마우스가 에픽 레코드를 통해 발매한 음반은 무엇이며, 그 음반의 평가에 대해 알려주세요.","1. 모디스트 마우스 에픽 레코드 음반은 무엇인가?
2. 모디스트 마우스 음반 평가는 어떻게 되는가?"
186,"마카오는 언제부터 포르투갈의 식민지로 되었으며, 그 이유는 무엇인가?","1. 마카오는 언제부터 포르투갈의 식민지로 되었나요?
2. 마카오가 포르투갈의 식민지가 된 이유는 무엇인가?"
195,"투바어의 문자는 어떻게 변화되었으며, 현재 쓰이는 문자는 무엇인가?","1. 투바어의 문자는 어떻게 변화되었는가?
2. 현재 투바어의 문자로 쓰이느 것은 무엇인가?"
697,AIG의 최근 동향에 대해 설명해 주세요.,"1. AIG 최근 사업 확장 전략은 무엇인가요?
2. AIG 최근 재무 상태 및 성과는 어떻게 되고 있나요?"
614,"Paint.NET의 초기 버전은 어떤 라이선스를 사용했으며, 이후에 변경된 라이선스는 무엇인가?","1. Paint.NET 초기 버전 라이선스는 무엇인가?
2. Paint.NET 라이선스 변경 이유는 무엇인가?"
22,"《달자의 봄》의 줄거리는 무엇이며, 주인공 오달자는 어떤 직업을 가지고 있는가?","1. 달자의 봄 줄거리는 무엇인가요?
2. 오달자 직업은 어떤 직업을 가지고 있나요?"
20,"《달자의 봄》은 언제부터 언제까지 방송되었으며, 최종 종영된 이유는 무엇인가?","1. 달자의 봄 방송 기간은 언제부터 언제까지였나요?
2. 달자의 봄이 왜 최종 종영되었는지 이유는 무엇인가요?"
75,"노근리 양민 학살 사건은 언제 발생했으며, 그 원인은 무엇인가?","1. 노근리 양민 학살 사건 발생 일자는 언제인가?
2. 노근리 양민 학살 사건 발생 원인은 무엇인가?"
639,"《춘추》의 필체와 역사적 평가에 대해 설명하는 부분은 어디에 위치하고 있으며, 그 의미는 무엇인가?","1. 춘추 필체와 역사적 평가에 대한 정보는 어디에서 찾을 수 있나요?
2. 춘추 필체와 역사적 평가의 의미는 무엇인가요?"
728,간분이 한국 한문의 현토나 한글토와 어떤 역할을 하는가?,"1. 간분이 한국 한문의 현토나 한글토와 관련이 있는가?
2. 간분이 한국 한문의 현토나 한글토에서 어떤 기능을 하는가?"
885,다항식 안에서 변수의 역할과 차수의 의미를 설명해 주세요.,"1. 다항식에서 변수의 역할은 무엇인가?
2. 다항식에서 차수의 의미에 대해 설명해 주세요."
28,"1964년 동계 올림픽은 언제부터 언제까지 개최되었으며, 어디서 개최되었습니다?","1. 1964년 동계 올림픽 개최 기간은 언제부터 언제까지였나요?
2. 1964년 동계 올림픽은 어디서 개최되었나요?"
741,"모디스트 마우스의 두 번째 정규 음반 《The Lonesome Crowded West》는 언제 발매되었으며, 그 음반이 컬트적 인기를 끌게 된 이유는 무엇인가?","1. 모디스트 마우스 두 번째 정규 음반 The Lonesome Crowded West 발매일은 언제인가?
2. 모디스트 마우스 The Lonesome Crowded West 음반 컬트적 인기 이유는 무엇인가?"
1138,"아프리카에서 가장 넓은 나라는 어디이며, 가장 작은 나라는 어디인가?","1. 아프리카에서 가장 넓은 나라는 어디인가?
2. 아프리카에서 가장 작은 나라는 어디인가?"
420,"남포시의 지리적 특징은 무엇이며, 기후는 어떠한가요?","1. 남포시의 지리적 특징은 무엇인가요?
2. 남포시의 기후는 어떤가요?"
73,법정동과 행정동은 어떤 차이점을 가지고 있는가?,"1. 법정동과 행정동의 정의는 무엇이며, 어떤 기준으로 구분되는가?
2. 법정동과 행정동의 역할 및 관할 범위에는 어떤 차이가 있는가?"
323,"베스트팔렌 조약에 참여한 국가들은 누구이며, 이 조약으로 어떤 영향을 받았나?","1. 베스트팔렌 조약에 참여한 국가들은 누구인가요?
2. 베스트팔렌 조약에 참여한 국가들은 어떤 영향을 받았나?"
596,영국 해군의 항공모함 허미즈가 인도 해군에 매입된 연도와 그 이름은 무엇인가?,"1. 영국 해군의 항공모함 허미즈가 인도 해군에 매입된 연도는?
2. 허미즈 항공모함이 인도 해군에서 사용되는 이름은 무엇인가?"
607,"하르처는 언제 SS에 가입했으며, 어떤 부대에 배속되었는가?","1. 하르처 SS 가입 일자는 언제인가?
2. 하르처는 어느 부대에 배속 받았는가?"
1115,"프로그램 《호기심 천국》이 방영된 시간대가 몇 번이나 변경되었고, 마지막으로 어디서 볼 수 있는지 알려주세요.","1. 프로그램 《호기심 천국》 방영 시간 변경 횟수는 몇 번인가?
2. 프로그램 《호기심 천국》을 지막으로 어디서 볼 수 있는가?"
153,"호노리오 1세는 잉글랜드와 아일랜드 켈트족에 대한 복음화에 어떤 노력을 기울였으며, 그 결과는 무엇인가?","1. 호노리오 1세가 잉글랜드와 아일랜드 켈트족에 대한 복음화에 어떤 노력을 기울였나?
2. 호노리오 1세의 잉글랜드와 아일랜드 켈트족 복음화의 결과는 무엇인가?"
804,매포역 주변에는 어떤 산업이 활발한가요?,"1. 매포역 주변에 어떤 기업이 있나요?
2. 매포역 주변 산업 현황은 어떠한가요?"
209,석송령이 있는 마을과 그 주변 지역에 대한 정보를 알려주세요.,"1. 석송령이 있는 마을은 어디인가요?
2. 석송령이 있는 마을 주변 지역에 대한 정보는 무엇인가요?"
331,"디지털미디어시티역의 배선도는 무엇이며, 6호선 승강장의 특징은 무엇인가요?","1. 디지털미디어시티역의 배선도는 무엇인가?
2. 디지털미디어시티역의 6호선 승강장의 특징은 무엇인가?"
964,"고려 왕성이 위치한 곳은 어디였으며, 개성현은 어느 현에 속했는지 알려주세요?","1. 고려 왕성이 위치한 곳은 어디인가?
2. 개성현은 어느 현에 속해있는가?"
799,제작진이 공식적으로 발간한 단행본의 목록은 무엇인가?,"1. 제작진이 공식적으로 발간한 단행본 목록은 무엇인가요?
2. 제작진이 발간한 책 리스트에 대해서 설명하시오."
461,"인구시어를 쓰는 지역은 어디이며, 인구시인들이 거주하는 곳은 무엇인가?","1. 인구시어를 쓰는 지역은 어디에 있나요?
2. 인구시인들이 거주하는 곳은 어디인가요?"
86,키노트가 아이워크와 함께 판매되기 시작한 버전은 언제였나?,"1. 키노트와 아이워크가 함께 판매되기 시작한 버전은 언제인가?
2. 키노트와 아이워크가 함께 출시된 최초 버전은 언제인가?"
889,"광복 이후 김용준은 어디서 교수로 재직하였으며, 1950년 한국 전쟁이 일어나면서 어떤 일을 하였나?","1. 김용준 교수 근무지는 어디인가?
2. 김용준은 1950년 한국 전쟁이 일어나면서 어떤 일을 하였나?"
525,"타나크의 현대 표준은 무엇이며, 그에 의해 형성된 판본은 어떤 것인가?","1. 타나크의 현대 표준은 무엇인가?
2. 타나크의 현대 표준에 의해 형성된 판본은 어떤 것인가?"
52,진은숙이 처음으로 접한 음악 장르와 작곡을 시작한 연령은 무엇인가요?,"1. 진은숙이 처음으로 접한 음악 장르는 무엇이었나요?
2. 진은숙이 음악 작곡을 시작한 연령은 몇 살 때였나요?"
571,"신돌석이 처음 의병 활동에 참여한 나이는 몇 살이었으며, 그곳은 어디였나?","1. 신돌석이 처음 의병 활동에 참여한 나이는 몇 살이었나?
2. 신돌석이 처음 의병 활동에 참여한 곳은 어디였나?"
1204,"이암의 가문은 어떤 종류의 문벌가였으며, 조선 개창에 어떤 공헌을 하였는가?","1. 이암의 가문은 어떤 종류의 문벌가였는가?
2. 이암의 가문은 조선 개창에 어떤 공헌을 하였는가?"
393,"구산역은 어디에 위치하고 있으며, 역 구조와 출구는 어떻게 구성되어 있는가?","1. 구산역은 어디에 위치하고 있나요?
2. 구산역의 구조와 출구는 어떻게 구성되어 있는가?"
77,"피해자와 유족들이 노근리 사건 대책위원회를 구성하고, 그 이후의 경과는 무엇인가?","1. 피해자와 유족들이 노근리 사건 대책위원회 구성은 어떻게 되는가?
2. 노근리 사건 대책위원회 이후 경과는 어떻게 되는가?"
897,바티칸 시국은 독립을 성취한 연도와 그 이유는 무엇인가?,"1. 바티칸 시국의 독립 성취 연도는 언제인가?
2. 바티칸 시국이 독립을 성취한 이유는 무엇인가?"
437,"혈장 단백질이 포함된 주요 단백질은 무엇이며, 어디서 생산되는가?","1. 혈장 단백질이 포함된 주요 단백질은 무엇인가?
2. 혈장 단백질은 어디서 생산되는가?"
1075,"이진호가 참여한 '춘생문 사건'의 결과는 무엇이었고, 그에 대한 그의 변심은 언제 일어났나?","1. 이진호가 참여한 '춘생문 사건' 결과는 무엇인가?
2. 이진호의 '춘생문 사건'에 대한 변심은 언제 일어났나?"
854,존 번연의 생애와 신앙 경위는 어떻게 되었나요?,"1. 존 번연의 생애는 어떻게 되었나요?
2. 존 번연의 신앙 경위는 무엇인가요?"
